incident_id,date,time,province,district,road_type,latitude,longitude,weather,visibility_meters,temperature_c,wind_speed_kmh,lighting,road_condition,surface_material,number_of_lanes,speed_limit_kmh,road_curvature,road_gradient,median_type,shoulder_available,num_vehicles,vehicle_types,vehicle_avg_age_years,overloading_detected,driver_age,helmet_usage,seatbelt_usage,mobile_phone_suspected,alcohol_drug_suspected,speed_at_impact_kmh,evasive_action,accident_cause,collision_type,impact_point,num_collisions,traffic_volume_per_hour,peak_off_peak,distance_to_hospital_km,expected_response_min,fatalities,serious_injuries,minor_injuries,property_damage_level,severity
PK-2024-01451,2024-10-23,01:20,Punjab,Multan,Rural,31.746,72.796,Fog,737,29.1,11.7,Unlit,Potholed,Gravel,2,100,Sharp,Flat,Physical,No,2,Car;Truck,15.6,No,32,No,Partial,No,No,115,Swerving,Mechanical Failure,Pedestrian,Side,2,1065,Off-peak,8.1,13.2,2,3,1,Total,Critical
PK-2024-01452,2024-07-27,01:48,KPK,Mardan,Rural,32.3196,71.5441,Fog,394,34.5,3.8,Daylight,Icy,Gravel,1,60,Sharp,Downhill,None,No,2,Motorcycle;Motorcycle,13.4,No,58,Partial,Yes,No,Unknown,75,Braking,Mobile Phone,Side-swipe,Side,1,1700,Off-peak,12.4,32.4,0,0,1,Minor,Medium
PK-2024-01453,2024-06-14,11:30,Punjab,Multan,Highway,31.8778,72.8672,Dust Storm,22,38.1,15.6,Daylight,Flooding,Asphalt,1,80,Hairpin,Flat,Physical,No,3,Car;Truck;Car,3.3,No,16,Yes,Yes,No,No,120,None,Mechanical Failure,Rear-end,Side,1,164,Off-peak,2.0,13.6,1,3,1,Total,Critical
PK-2024-01454,2024-08-22,03:56,Punjab,Sialkot,Residential,31.9926,74.9788,Dust Storm,606,30.7,0.0,Unlit,Dry,Asphalt,2,50,Straight,Flat,None,Yes,3,Car;Motorcycle;Car,5.1,Yes,45,No,Yes,No,No,70,Braking,Human Error,Head-on,Rear,1,949,Peak,10.0,13.0,0,2,2,Severe,High
PK-2024-01455,2024-07-18,08:56,Punjab,Lahore,Rural,31.5733,72.5954,Clear,567,35.1,17.5,Tunnel,Muddy,Asphalt,4,50,Sharp,Uphill,Painted,Yes,2,Car;Motorcycle,14.9,No,39,No,No,Yes,Yes,50,Braking,Speeding,Side-swipe,Side,2,1052,Peak,2.1,10.8,0,2,2,Moderate,Medium
PK-2024-01456,2024-06-11,18:38,Punjab,Lahore,Highway,30.9773,72.6482,Clear,481,42.8,1.0,Daylight,Muddy,Concrete,2,80,Hairpin,Flat,Painted,Yes,2,Car;Motorcycle,4.8,No,36,No,Partial,No,No,70,Braking,Mobile Phone,Multi-vehicle pileup,Side,1,1310,Off-peak,19.4,30.3,1,3,2,Total,Critical
PK-2024-01457,2024-05-24,13:47,Punjab,Gujranwala,Residential,31.964,73.9428,Clear,436,28.9,16.7,Daylight,Potholed,Dirt,4,60,Straight,Flat,Physical,Yes,4,Car;Motorcycle;Motorcycle;Car,16.5,No,37,Yes,Yes,Yes,No,70,None,Weather,Rear-end,Side,2,383,Off-peak,7.2,17.0,0,0,1,Minor,Low
PK-2024-01458,2024-05-22,01:10,Punjab,Multan,Urban,32.3865,72.368,Haze,254,23.4,8.8,Daylight,Potholed,Asphalt,2,50,Sharp,Uphill,Painted,Yes,2,Motorcycle;Bus,7.9,Yes,29,No,No,Yes,No,45,None,Overloading,Pedestrian,Side,1,668,Off-peak,4.6,7.6,0,2,2,Severe,High
PK-2024-01459,2024-10-16,05:47,Punjab,Rawalpindi,Urban,32.3164,73.0584,Fog,20,29.6,4.2,Daylight,Wet,Asphalt,2,100,Straight,Flat,Painted,Yes,2,Truck;Motorcycle,10.8,No,24,Partial,Not Applicable,Yes,No,120,None,Wrong Side,Rear-end,Side,2,1398,Peak,33.5,51.3,1,3,3,Total,Critical
PK-2024-01460,2024-11-05,21:26,Sindh,Sukkur,Rural,26.4083,68.7977,Cloudy,273,24.3,37.5,Daylight,Wet,Asphalt,1,60,Sharp,Downhill,Painted,No,2,Car;Truck,19.0,No,43,Yes,Partial,No,No,60,Braking,Mechanical Failure,Rollover,Rear,3,851,Off-peak,3.1,8.8,0,1,3,Moderate,Medium
PK-2024-01461,2024-08-09,01:14,Punjab,Rawalpindi,Urban,31.7246,74.7035,Haze,406,37.4,2.5,Unlit,Dry,Asphalt,2,80,Straight,Flat,Physical,No,3,Motorcycle;Auto-rickshaw;Bicycle,2.6,Yes,40,No,Not Applicable,No,No,90,Swerving,Speeding,Rollover,Side,1,1682,Peak,5.9,14.0,3,4,1,Total,Critical
PK-2024-01462,2024-03-25,09:57,Punjab,Gujranwala,Rural,30.867,72.7464,Heavy Rain,369,24.2,11.0,Tunnel,Dry,Asphalt,2,50,Gentle,Flat,None,Yes,3,Motorcycle;Bus;Auto-rickshaw,10.7,Yes,36,Yes,No,No,No,70,Swerving,Human Error,Rollover,Rear,2,309,Peak,23.6,33.7,3,3,1,Total,Critical
PK-2024-01463,2024-10-28,01:16,KPK,Mardan,Residential,34.1626,70.3524,Rain,226,22.1,5.9,Street-lit,Flooding,Gravel,2,100,Gentle,Flat,Physical,Yes,2,Motorcycle;Motorcycle,2.9,No,23,No,Yes,No,No,105,Braking,Mobile Phone,Head-on,Rear,3,1937,Off-peak,5.1,12.7,2,3,2,Total,Critical
PK-2024-01464,2024-10-18,15:20,Punjab,Sialkot,Rural,30.9886,72.7055,Clear,111,35.5,13.9,Dawn-Dusk,Muddy,Asphalt,2,50,Gentle,Flat,Painted,Yes,2,Truck;Motorcycle,12.4,No,26,No,Not Applicable,No,No,45,None,Human Error,Pedestrian,Side,1,878,Peak,30.7,39.6,0,0,1,Moderate,Medium
PK-2024-01465,2024-04-17,22:54,Sindh,Nawabshah,Urban,26.0262,68.7826,Rain,46,12.3,16.2,Unlit,Potholed,Concrete,3,50,Gentle,Downhill,Physical,Yes,2,Car;Car,17.4,No,41,Yes,Not Applicable,Yes,No,55,Braking,Human Error,Head-on,Side,1,1282,Peak,4.8,8.6,0,1,1,Minor,Medium
PK-2024-01466,2024-09-22,17:32,Sindh,Hyderabad,Rural,24.3932,67.7213,Rain,91,30.5,5.5,Daylight,Muddy,Asphalt,2,40,Gentle,Uphill,Painted,Yes,3,Motorcycle;Bicycle;Bicycle,17.9,Yes,30,No,Yes,No,No,60,None,Mobile Phone,Head-on,Roof,1,1567,Off-peak,9.8,18.4,1,3,2,Total,Critical
PK-2024-01467,2024-01-27,12:21,KPK,Dera Ismail Khan,Rural,34.6857,72.1064,Haze,176,21.8,11.8,Unlit,Wet,Asphalt,2,50,Straight,Downhill,Physical,Yes,3,Motorcycle;Car;Motorcycle,11.7,No,35,No,Partial,No,No,55,None,Overloading,Pedestrian,Rear,1,1632,Peak,10.0,22.8,0,2,3,Moderate,High
PK-2024-01468,2024-03-04,07:08,Sindh,Nawabshah,Highway,26.8666,69.0039,Clear,647,32.9,17.5,Dawn-Dusk,Construction,Concrete,2,80,Straight,Uphill,Painted,Yes,2,Car;Bicycle,2.4,No,41,Yes,Partial,Yes,No,90,None,Wrong Side,Head-on,Front,1,417,Off-peak,33.9,45.0,1,2,2,Total,Critical
PK-2024-01469,2024-03-05,21:36,Sindh,Nawabshah,Rural,25.3944,67.2709,Cloudy,460,14.7,0.5,Street-lit,Construction,Dirt,2,100,Straight,Flat,Physical,No,2,Motorcycle;Motorcycle,7.7,No,16,No,Not Applicable,No,Unknown,100,None,Weather,Pedestrian,Rear,2,803,Off-peak,11.9,25.0,1,2,3,Severe,Critical
PK-2024-01470,2024-07-23,05:47,Balochistan,Gwadar,Highway,28.8339,67.4596,Rain,441,30.0,5.5,Daylight,Wet,Asphalt,3,40,Straight,Uphill,Physical,No,3,Car;Motorcycle;Motorcycle,6.6,No,38,Yes,Not Applicable,No,No,45,None,Human Error,Head-on,Side,2,129,Peak,3.0,3.5,0,0,1,None,Low
PK-2024-01471,2024-08-22,21:25,Punjab,Sargodha,Urban,30.6378,74.7425,Cloudy,663,25.7,10.4,Street-lit,Wet,Dirt,2,120,Gentle,Uphill,None,Yes,4,Motorcycle;Car;Motorcycle;Truck,13.1,No,38,Yes,Not Applicable,No,Yes,150,None,Mobile Phone,Pedestrian,Front,1,689,Peak,6.8,13.3,0,2,4,Moderate,High
PK-2024-01472,2024-12-01,06:37,Sindh,Larkana,Rural,25.7352,67.2324,Cloudy,329,40.2,3.6,Unlit,Dry,Asphalt,4,110,Straight,Downhill,Painted,Yes,3,Auto-rickshaw;Bus;Bicycle,8.5,No,16,Partial,Not Applicable,No,No,110,None,Signal Violation,Rollover,Side,1,1849,Off-peak,2.3,10.0,3,3,3,Total,Critical
PK-2024-01473,2024-11-19,14:58,Islamabad,Islamabad,Urban,35.1221,72.7095,Fog,1050,22.2,2.2,Unlit,Dry,Asphalt,3,100,Sharp,Uphill,Painted,No,4,Bus;Motorcycle;Bus;Bus,14.1,No,26,No,Partial,No,No,100,None,Mobile Phone,Rear-end,Front,2,566,Peak,25.0,40.7,2,3,1,Total,Critical
PK-2024-01474,2024-05-09,16:37,Sindh,Nawabshah,Urban,25.6909,67.5304,Cloudy,1041,30.1,5.8,Street-lit,Dry,Dirt,2,80,Sharp,Flat,None,No,1,Bicycle,5.0,No,61,No,No,No,Unknown,80,Braking,Overloading,Rear-end,Front,1,746,Off-peak,1.9,10.6,0,0,0,Minor,Low
PK-2024-01475,2024-05-10,23:23,Islamabad,Islamabad,Urban,35.0399,74.473,Rain,328,36.1,37.6,Daylight,Flooding,Asphalt,4,60,Sharp,Downhill,Physical,Yes,4,Truck;Truck;Car;Truck,18.5,No,28,Yes,Not Applicable,No,No,70,Swerving,Mobile Phone,Rollover,Front,3,663,Off-peak,10.4,22.6,2,3,3,Total,Critical
PK-2024-01476,2024-07-06,19:58,Punjab,Faisalabad,Highway,30.3219,74.211,Clear,237,30.0,0.8,Unlit,Icy,Concrete,2,30,Straight,Flat,Painted,Yes,4,Auto-rickshaw;Car;Car;Car,5.6,No,16,Yes,Not Applicable,No,No,45,None,Signal Violation,Fixed-object,Side,2,402,Peak,0.5,7.7,0,0,2,Moderate,Medium
PK-2024-01477,2024-10-17,04:33,Punjab,Gujranwala,Highway,31.7601,72.8448,Fog,68,39.0,14.5,Daylight,Construction,Asphalt,2,60,Hairpin,Flat,Physical,No,3,Bus;Motorcycle;Motorcycle,6.9,No,16,No,Not Applicable,No,No,70,Swerving,Speeding,Head-on,Front,2,1667,Peak,1.5,4.9,1,2,1,Total,Critical
PK-2024-01478,2024-12-19,20:44,KPK,Abbottabad,Residential,32.3456,71.374,Clear,143,35.9,11.1,Street-lit,Construction,Asphalt,4,80,Straight,Uphill,Painted,No,5,Car;Car;Motorcycle;Motorcycle;Motorcycle,7.5,No,16,No,Not Applicable,No,Yes,70,Swerving,Signal Violation,Rear-end,Front,2,1908,Peak,4.1,10.6,0,1,3,Minor,Medium
PK-2024-01479,2024-08-16,23:53,Punjab,Multan,Rural,30.2941,72.8795,Fog,447,23.5,19.8,Street-lit,Dry,Asphalt,4,50,Straight,Downhill,None,Yes,3,Motorcycle;Car;Truck,8.6,Yes,46,Yes,Yes,No,No,55,None,Speeding,Side-swipe,Front,1,430,Peak,8.5,15.8,0,0,1,Minor,Low
PK-2024-01480,2024-12-16,16:45,Sindh,Hyderabad,Rural,25.2678,69.2394,Clear,67,21.5,6.9,Daylight,Icy,Asphalt,2,110,Hairpin,Flat,Physical,Yes,2,Car;Car,4.0,No,40,No,No,No,No,140,Braking,Mechanical Failure,Side-swipe,Front,1,1487,Peak,4.8,14.7,0,2,2,Severe,High
PK-2024-01481,2024-04-07,20:20,Balochistan,Turbat,Urban,28.5521,65.7742,Clear,192,33.6,8.6,Dawn-Dusk,Flooding,Asphalt,2,60,Sharp,Uphill,None,Yes,2,Car;Car,5.4,No,21,Partial,No,No,No,65,Braking,Speeding,Rollover,Rear,1,600,Off-peak,1.4,3.3,0,3,3,Moderate,High
PK-2024-01482,2024-02-23,08:12,Punjab,Sialkot,Residential,32.3491,74.5848,Clear,1015,27.0,20.9,Daylight,Dry,Concrete,2,80,Gentle,Flat,Painted,Yes,3,Truck;Truck;Auto-rickshaw,14.1,No,32,Yes,Yes,No,No,90,Braking,Speeding,Side-swipe,Side,2,392,Peak,2.6,5.8,0,0,2,Minor,Low
PK-2024-01483,2024-08-24,17:24,KPK,Abbottabad,Rural,32.2452,71.8463,Heavy Rain,171,26.6,30.2,Unlit,Icy,Dirt,2,40,Straight,Downhill,Physical,Yes,2,Bicycle;Motorcycle,18.6,Yes,38,Yes,No,No,No,40,None,Human Error,Rear-end,Side,2,756,Off-peak,52.6,71.0,3,3,2,Total,Critical
PK-2024-01484,2024-03-27,13:07,Sindh,Nawabshah,Urban,25.2542,69.1743,Clear,695,19.4,1.2,Daylight,Muddy,Asphalt,4,50,Gentle,Downhill,Physical,Yes,2,Car;Truck,5.3,No,36,Yes,Yes,No,No,55,Braking,Mechanical Failure,Head-on,Front,2,1962,Peak,5.1,15.0,0,0,1,None,Low
PK-2024-01485,2024-09-04,16:58,Punjab,Faisalabad,Urban,30.8157,74.2169,Haze,1026,36.9,3.1,Dawn-Dusk,Dry,Gravel,3,50,Hairpin,Flat,Physical,Yes,2,Motorcycle;Car,2.8,No,43,Yes,Partial,No,No,80,Swerving,Speeding,Side-swipe,Side,1,1550,Peak,3.7,5.4,0,0,2,Minor,Low
PK-2024-01486,2024-12-16,22:02,Islamabad,Islamabad,Highway,33.7513,74.0442,Haze,220,29.1,24.1,Daylight,Wet,Gravel,1,40,Straight,Downhill,None,Yes,1,Truck,4.5,No,48,Partial,Yes,No,No,45,None,Signal Violation,Fixed-object,Front,1,1937,Peak,11.5,18.1,0,0,1,None,Low
PK-2024-01487,2024-09-02,02:16,KPK,Abbottabad,Rural,34.4106,72.6483,Rain,759,11.9,12.7,Street-lit,Construction,Dirt,2,40,Gentle,Flat,Painted,Yes,3,Bus;Bicycle;Car,3.6,Yes,39,Yes,No,No,No,40,Braking,Mechanical Failure,Side-swipe,Side,1,475,Peak,21.0,30.2,0,0,1,Minor,Low
PK-2024-01488,2024-11-07,10:41,Sindh,Nawabshah,Highway,24.3225,68.3147,Cloudy,536,31.2,2.8,Street-lit,Potholed,Gravel,2,60,Hairpin,Flat,Painted,No,3,Motorcycle;Car;Car,7.6,No,26,Partial,No,Yes,No,80,Braking,Signal Violation,Side-swipe,Roof,1,911,Off-peak,11.0,17.5,0,1,1,Minor,Medium
PK-2024-01489,2024-10-14,20:05,Punjab,Faisalabad,Rural,31.8476,72.9838,Haze,501,36.1,5.8,Dawn-Dusk,Potholed,Concrete,4,60,Gentle,Flat,Painted,Yes,3,Motorcycle;Car;Motorcycle,9.3,No,33,Yes,Yes,No,Yes,80,None,Mechanical Failure,Multi-vehicle pileup,Front,1,1283,Off-peak,9.7,16.9,1,2,2,Severe,High
PK-2024-01490,2024-12-12,12:30,Punjab,Multan,Rural,32.2331,72.1978,Clear,237,30.6,8.4,Daylight,Dry,Dirt,4,50,Straight,Flat,Painted,No,2,Car;Car,19.9,No,36,Partial,Yes,No,Yes,80,Braking,Human Error,Side-swipe,Rear,1,73,Peak,0.7,8.0,0,0,2,None,Low
PK-2024-01491,2024-06-04,15:38,Punjab,Multan,Highway,31.5754,73.4451,Haze,1148,42.4,4.8,Daylight,Construction,Gravel,2,60,Gentle,Downhill,Physical,Yes,2,Auto-rickshaw;Motorcycle,18.8,No,16,Yes,No,No,No,80,Swerving,Signal Violation,Fixed-object,Side,2,680,Off-peak,3.8,4.4,0,2,4,Moderate,High
PK-2024-01492,2024-12-12,03:14,Balochistan,Khuzdar,Residential,27.9086,66.4717,Clear,165,40.6,2.4,Tunnel,Muddy,Asphalt,3,30,Straight,Downhill,Physical,Yes,2,Auto-rickshaw;Motorcycle,13.4,No,49,Yes,Partial,No,No,30,None,Mechanical Failure,Head-on,Front,2,1667,Peak,21.2,33.7,0,0,3,Minor,Medium
PK-2024-01493,2024-02-01,05:44,Sindh,Hyderabad,Residential,26.3287,67.2896,Fog,56,23.3,34.2,Unlit,Construction,Concrete,2,40,Straight,Flat,None,Yes,2,Motorcycle;Car,9.3,No,16,No,Not Applicable,Yes,No,30,Swerving,Mobile Phone,Rear-end,Rear,2,251,Peak,7.5,11.5,0,1,2,Severe,High
PK-2024-01494,2024-08-21,13:31,Punjab,Lahore,Rural,31.1715,73.6851,Haze,306,32.4,8.2,Daylight,Potholed,Asphalt,6,40,Gentle,Flat,Physical,Yes,2,Car;Motorcycle,18.6,Yes,47,Yes,No,No,Yes,60,Swerving,Weather,Rear-end,Front,2,70,Peak,0.7,6.9,0,0,1,Moderate,Medium
PK-2024-01495,2024-10-13,07:05,Balochistan,Gwadar,Urban,28.7521,66.874,Fog,203,29.5,19.2,Street-lit,Construction,Asphalt,1,50,Gentle,Uphill,Physical,Yes,2,Car;Motorcycle,16.9,No,65,Partial,No,No,No,70,Swerving,Mechanical Failure,Rear-end,Side,1,537,Off-peak,24.1,32.3,1,2,4,Severe,High
PK-2024-01496,2024-01-08,03:07,Balochistan,Quetta,Rural,28.9558,65.7057,Clear,155,35.8,0.5,Unlit,Dry,Concrete,2,60,Straight,Flat,None,Yes,2,Truck;Motorcycle,14.5,No,42,Yes,Yes,No,No,65,None,Drunk Driving,Rear-end,Rear,2,1850,Off-peak,3.1,8.1,0,0,1,Minor,Low
PK-2024-01497,2024-12-18,21:28,Punjab,Multan,Rural,31.2424,73.1313,Fog,603,32.0,15.9,Dawn-Dusk,Dry,Asphalt,6,60,Hairpin,Uphill,Physical,Yes,4,Car;Car;Auto-rickshaw;Car,15.8,No,30,No,Yes,No,No,80,Swerving,Wrong Side,Head-on,Front,3,1464,Off-peak,8.7,19.6,1,2,1,Severe,Critical
PK-2024-01498,2024-04-15,13:39,Punjab,Lahore,Highway,29.7216,72.8941,Cloudy,93,33.1,10.9,Dawn-Dusk,Dry,Asphalt,1,110,Gentle,Flat,Physical,Yes,1,Motorcycle,16.3,No,42,Yes,Not Applicable,No,Unknown,110,Braking,Animal Crossing,Pedestrian,Front,1,811,Peak,4.1,10.9,0,1,3,Minor,Medium
PK-2024-01499,2024-01-26,12:50,Punjab,Sargodha,Highway,31.7105,72.0412,Haze,58,20.5,34.7,Unlit,Construction,Gravel,3,30,Gentle,Flat,Physical,Yes,2,Auto-rickshaw;Motorcycle,7.6,No,41,Yes,Partial,No,No,30,Swerving,Human Error,Fixed-object,Roof,2,617,Off-peak,10.4,17.3,0,0,2,Moderate,Medium
PK-2024-01500,2024-02-23,10:40,Sindh,Larkana,Urban,24.4117,68.5864,Cloudy,25,39.6,13.1,Dawn-Dusk,Dry,Asphalt,3,100,Straight,Flat,None,Yes,2,Car;Motorcycle,14.9,No,24,Yes,Partial,No,No,105,Swerving,Animal Crossing,Rollover,Side,2,1725,Peak,6.0,4.8,0,2,3,Severe,High
PK-2024-01501,2024-08-24,22:50,KPK,Dera Ismail Khan,Highway,34.4694,70.2538,Clear,367,24.2,48.9,Daylight,Muddy,Dirt,3,80,Gentle,Flat,Physical,Yes,3,Auto-rickshaw;Motorcycle;Car,7.3,No,29,Partial,Yes,No,No,80,None,Speeding,Fixed-object,Side,1,1093,Off-peak,5.5,7.5,0,3,3,Severe,High
PK-2024-01502,2024-11-19,12:43,Punjab,Bahawalpur,Highway,29.8429,72.8886,Cloudy,676,20.8,20.2,Unlit,Icy,Concrete,4,50,Straight,Flat,Painted,No,2,Car;Bus,12.1,No,21,Yes,No,Yes,No,45,Swerving,Mobile Phone,Head-on,Side,2,1707,Peak,10.9,21.3,0,0,3,Minor,Medium
PK-2024-01503,2024-10-26,01:10,Punjab,Faisalabad,Highway,32.1072,73.5884,Clear,1408,30.0,9.2,Unlit,Dry,Asphalt,2,80,Straight,Downhill,None,Yes,3,Motorcycle;Car;Motorcycle,6.2,No,38,No,No,Yes,No,80,Swerving,Speeding,Rollover,Rear,2,1890,Peak,1.6,7.9,0,2,3,Severe,High
PK-2024-01504,2024-10-14,15:17,Punjab,Sargodha,Residential,30.9309,73.8275,Clear,329,30.8,25.1,Unlit,Construction,Asphalt,6,60,Gentle,Flat,Painted,Yes,2,Motorcycle;Bicycle,20.0,No,63,No,Partial,No,No,65,Braking,Weather,Rear-end,Side,2,1749,Peak,1.0,3.0,0,0,1,Minor,Low
PK-2024-01505,2024-04-23,09:28,Punjab,Multan,Highway,30.7176,73.0112,Cloudy,547,36.7,3.2,Unlit,Dry,Concrete,3,80,Gentle,Downhill,None,Yes,2,Truck;Car,13.2,No,40,Yes,Yes,No,No,70,Braking,Drunk Driving,Side-swipe,Side,1,642,Peak,6.4,12.1,0,0,2,Minor,Low
PK-2024-01506,2024-03-18,16:20,Punjab,Multan,Rural,31.8327,72.3986,Cloudy,71,41.1,3.0,Street-lit,Muddy,Asphalt,3,40,Gentle,Downhill,Physical,No,5,Bus;Car;Car;Car;Motorcycle,18.1,No,41,Partial,No,No,No,70,Braking,Wrong Side,Side-swipe,Side,1,1874,Peak,54.8,78.2,0,2,3,Severe,High
PK-2024-01507,2024-08-12,22:47,Punjab,Rawalpindi,Highway,30.4265,73.2236,Cloudy,275,35.4,3.7,Daylight,Dry,Asphalt,4,60,Straight,Downhill,Physical,Yes,4,Bus;Motorcycle;Motorcycle;Auto-rickshaw,13.8,No,47,Partial,Not Applicable,No,No,65,Swerving,Speeding,Head-on,Rear,1,1752,Peak,11.8,20.5,0,0,0,None,Low
PK-2024-01508,2024-08-07,22:42,Sindh,Hyderabad,Highway,25.3526,68.2233,Dust Storm,187,14.0,5.5,Unlit,Dry,Concrete,4,40,Gentle,Uphill,Painted,Yes,3,Car;Auto-rickshaw;Auto-rickshaw,2.0,No,46,No,Yes,No,No,70,Swerving,Signal Violation,Fixed-object,Front,1,1354,Peak,1.0,3.0,1,3,3,Total,Critical
PK-2024-01509,2024-08-10,15:52,Sindh,Karachi,Residential,26.9827,66.7904,Cloudy,33,32.7,14.2,Unlit,Wet,Asphalt,4,80,Straight,Uphill,Physical,Yes,2,Truck;Bus,11.2,No,33,Yes,No,No,No,90,Braking,Mechanical Failure,Rear-end,Side,3,1057,Off-peak,16.7,27.5,0,1,3,Severe,High
PK-2024-01510,2024-02-20,17:14,KPK,Mardan,Rural,33.217,72.1309,Clear,757,30.1,7.2,Dawn-Dusk,Potholed,Dirt,1,60,Straight,Flat,None,No,1,Auto-rickshaw,10.6,No,19,Yes,No,No,Unknown,65,None,Animal Crossing,Fixed-object,Front,2,1982,Off-peak,29.7,41.2,0,0,1,None,Low
PK-2024-01511,2024-11-18,07:13,Balochistan,Khuzdar,Rural,27.9666,65.1565,Heavy Rain,346,31.6,17.8,Dawn-Dusk,Wet,Gravel,2,60,Straight,Uphill,None,No,4,Car;Motorcycle;Car;Car,15.4,Yes,49,No,Partial,No,No,80,Braking,Mechanical Failure,Rollover,Side,2,298,Peak,25.1,34.8,2,3,1,Severe,Critical
PK-2024-01512,2024-04-28,20:50,KPK,Peshawar,Rural,32.2506,70.8704,Dust Storm,928,25.5,24.7,Street-lit,Dry,Asphalt,2,50,Straight,Downhill,None,Yes,2,Motorcycle;Bus,11.6,No,49,No,No,Yes,No,60,Swerving,Human Error,Pedestrian,Roof,2,95,Peak,2.2,6.2,0,2,3,Moderate,Medium
PK-2024-01513,2024-09-21,21:46,KPK,Dera Ismail Khan,Highway,32.9874,72.4001,Dust Storm,1163,44.2,0.1,Tunnel,Construction,Concrete,2,30,Sharp,Flat,Painted,No,2,Motorcycle;Car,17.0,Yes,47,No,Not Applicable,No,No,20,Braking,Speeding,Head-on,Front,1,169,Off-peak,11.2,13.7,0,3,3,Severe,High
PK-2024-01514,2024-03-22,14:02,Sindh,Karachi,Highway,24.6976,68.3017,Rain,284,31.4,4.5,Daylight,Potholed,Asphalt,1,100,Sharp,Flat,Painted,Yes,5,Bicycle;Truck;Truck;Car;Auto-rickshaw,10.7,No,30,Partial,Partial,No,Unknown,100,Braking,Wrong Side,Rear-end,Rear,1,1752,Peak,2.8,9.4,0,3,4,Moderate,High
PK-2024-01515,2024-12-22,19:44,Punjab,Bahawalpur,Rural,30.4737,72.4188,Rain,129,20.8,15.2,Street-lit,Icy,Asphalt,2,100,Sharp,Flat,None,No,1,Bus,12.2,No,16,No,Yes,No,No,95,Braking,Overloading,Head-on,Rear,2,1238,Off-peak,9.9,18.2,1,2,3,Total,Critical
PK-2024-01516,2024-06-22,22:36,Punjab,Faisalabad,Residential,31.0129,74.843,Rain,46,27.1,17.0,Daylight,Potholed,Asphalt,3,50,Gentle,Flat,Painted,Yes,2,Auto-rickshaw;Motorcycle,9.2,No,26,No,Partial,No,No,50,Braking,Mechanical Failure,Side-swipe,Front,2,1030,Peak,8.6,19.5,0,0,2,Minor,Medium
PK-2024-01517,2024-10-01,20:30,Balochistan,Quetta,Highway,29.4913,67.8662,Clear,428,40.7,18.9,Daylight,Wet,Asphalt,2,110,Gentle,Flat,Physical,No,1,Car,10.5,No,27,No,Yes,No,No,115,None,Speeding,Head-on,Side,1,741,Peak,3.8,14.4,0,2,2,Severe,High
PK-2024-01518,2024-09-12,15:49,Punjab,Bahawalpur,Rural,30.4073,73.9701,Fog,205,12.1,15.7,Street-lit,Dry,Asphalt,3,110,Sharp,Uphill,Physical,Yes,2,Car;Motorcycle,4.5,No,32,No,Yes,Yes,No,130,Braking,Human Error,Rear-end,Front,1,885,Peak,38.6,49.0,1,1,3,Moderate,High
PK-2024-01519,2024-11-25,08:17,Punjab,Lahore,Rural,32.3995,72.2692,Cloudy,738,24.0,7.9,Daylight,Wet,Asphalt,2,80,Sharp,Flat,Painted,Yes,2,Car;Truck,15.2,Yes,38,No,Yes,No,No,90,Swerving,Overloading,Fixed-object,Roof,3,148,Peak,0.5,7.6,0,2,2,Severe,High
PK-2024-01520,2024-05-16,04:41,Balochistan,Khuzdar,Residential,28.5942,66.4388,Rain,93,22.9,12.8,Unlit,Dry,Asphalt,2,80,Straight,Uphill,Physical,No,2,Auto-rickshaw;Motorcycle,18.4,No,55,Partial,Yes,No,No,100,Braking,Signal Violation,Multi-vehicle pileup,Front,2,1748,Peak,45.5,59.8,1,3,2,Severe,Critical
PK-2024-01521,2024-04-01,04:10,Balochistan,Turbat,Residential,30.1738,67.1485,Cloudy,97,34.7,53.0,Unlit,Wet,Asphalt,4,60,Sharp,Flat,Physical,No,5,Auto-rickshaw;Motorcycle;Motorcycle;Motorcycle;Car,13.7,No,38,Yes,Yes,No,No,55,None,Weather,Side-swipe,Front,2,1731,Peak,5.1,8.3,0,1,3,Minor,Medium
PK-2024-01522,2024-10-28,10:48,Punjab,Multan,Urban,29.9127,73.3958,Cloudy,267,25.3,5.9,Unlit,Dry,Asphalt,3,110,Gentle,Flat,Physical,No,3,Car;Motorcycle;Motorcycle,11.4,No,30,No,Yes,No,No,120,Swerving,Human Error,Fixed-object,Side,2,309,Off-peak,13.0,21.2,0,0,2,Minor,Medium
PK-2024-01523,2024-08-28,09:38,Punjab,Multan,Highway,32.2521,74.4437,Rain,197,33.5,13.7,Daylight,Dry,Concrete,4,60,Straight,Flat,Painted,Yes,1,Car,12.1,No,16,No,Yes,No,No,60,None,Signal Violation,Rear-end,Roof,1,197,Peak,11.5,18.8,0,0,2,Minor,Low
PK-2024-01524,2024-11-12,19:13,Punjab,Sargodha,Urban,31.9502,74.6268,Clear,557,32.2,3.3,Unlit,Potholed,Dirt,2,50,Straight,Uphill,Painted,Yes,3,Car;Truck;Auto-rickshaw,14.4,No,31,No,No,No,No,55,Braking,Speeding,Fixed-object,Roof,2,1601,Off-peak,31.3,40.4,0,1,2,Moderate,Medium
